,prompt,open_clip
0,"classic oil painting, sci fi beautiful landscape, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, trending on artstation hd, 8 k, clear, sharp ",a painting of a mountain range with a body of water in the foreground . 
1,"3 panel scene, anime girl sleeps inside a cozy dark room - dramatic cozy arts by wlop and okuda genso. wide angle lens. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ",a couple of people laying in a bed . 
2,"art by brian reedy, a beautiful black ink linocut print of a giant cacti forest, 8 k, frostbite 3 engine, cryengine, ground level shot, trending on artstation, digital art, crepuscular ray ",a black and white photo of a cactus field . 
3,a portrait painting of ulysses yen ,a painting of an older man with glasses . 
4,an modern brazilian hotel lobby ,"a lobby area with couches , tables and a chandelier . "
5,"cute fluffy lion cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a painting of a lion 's head with feathers on it 's face . 
6,"a rat kitten, with rat face and cat body, photo taken by a nikon, sharp focus, highly detailed ",a cat is sitting on someones hand and looking at the camera . 
7,white chocolate glazed donut with strawberries on a plate with a cup of coffee ,there is a small dessert on the table . 
8,"potrait of cross between donald trump and joe biden laughing, menacing teeth, zdzislaw beksinski, lewis jones, dariusz zawadzki, wayne barlow, 4 k, ultra - high - definition, cold hue palette ",an image of a man that is laughing 
9,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger gustave dore ",an artist 's rendering of a room with a lot of stuff on the floor . 
10,"a beautiful and highly detailed digital painting of an alien pyramid made of stone bricks in the distance, a lush forest on an alien planet, psychedelic patterns, psychedelic plants and trees, intricate details, epic scale, 8 k, sharp focus, photorealism, artstation, cgsociety, by caspar friedrich, albert bierstadt, james gurney, alex grey, zeen chin, ",an image of an alien landscape with pyramids and trees . 
11,"the squid wearing a santa costume, christmas themed winter background, lobster claws, santa beard, by greg rutkowski and frank frazetta, intricate, artstation, vibrant, cinematic, style of magic : the gathering ",a painting of a santa claus and a bug . 
12,"the large cresting waves, dark sky, evoke a sense of wonder, pronounced waves, victo ngai, kilian eng, leonardo da vinci, flat ",a painting of a wave in the middle of the ocean . 
13,"dramatically lit, intricate fractal marble sculpture of an ancient, weathered, mossy tortoise ",a close up of a turtle on a rock 
14,"teacher villainess, dreamworks official character design sheet turnaround, studio, best on artstation, 4 k hd, by nate wragg ",a series of female characters in various poses . 
15,"house of the dragon, beautiful landscape, dreamy, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, by wlop, artgerm, by vladimir motsar, high quality, trending on artstation, hd, 8 k, clear, sharp ",an artistic painting of a house with a dragon head on it 's face . 
16,"a painting of the cosmic nebula whale by salvador dali, dark fantasy art, high detail, trending on artstation ",a painting of a blue whale in the sky . 
17,photograph of donald trump's human skin beginning to crack. ,a black and white photo of a man in a suit and tie . 
18,a vintage minimalistic laughing skull with a wide smile warning patch ,a patch with a skull in the middle of it . 
19,armored combat macaw ,a colorful parrot sitting on a branch of a tree . 
20,"closeup profile portrait of a tin toy cat dressed as a victorian gent, nicoletta ceccoli, mark ryden, lostfish, max fleischer, hyper realistic, artstation, illustration, digital paint, matte paint, vivid colors, bright, cheerful, detailed and intricate environment ",a painting of a cat wearing a top hat . 
21,a man in old - fashioned attire walking waist - deep in an infinite sea of crimson blood. many human corpses floating in the red liquid. pitch black sky. stunning horror painting by richard corben and antoine blanchard ,a man standing in the middle of a body of water . 
22,"a painting of 2 d from gorillaz by greg rutkowski, dark fantasy art, high detail, trending on artstation ",a blurry picture of a person with a pink bow on their head . 
23,"minecraft avatar of h. p lovecraft, block photo of author lovecraft ",a black and white image of a man in a suit . 
24,"yogsothoth soggoth azathoth, intricate coherence translucent, evil tentacles, long twisted nebula fog - mist galaxy dead eyeballs, random decor of necro blast, psycho colors veins, realistic flavor, twisted sorrow fade soft, award winning photoshoot, wicked lovecraft drip ",a blurry image of a red and green background . 
25,halle berry's face made of berries ,a close up of a person with short hair . 
26,"3 d close - up swirly neutron start god moebius strip physics giant gladiola ceramic glass!! betta fish! jellyfish phoenix fire energy flow, highly detailed. by wlop, tooth wu, greg rutkowski, alena aenami, beeple ",an abstract image of a fish in the water . 
27,"photo of futuristic cyberpunk geometric diamond subway station tunnel, diamond and black metallic dungeon aesthetic, cinematic lighting, photorealistic, octane render 8 k depth of field 3 d ",an image of an empty room with lights on the ceiling . 
28,"an epic artistic colourful natural scene on an alien planet. organic weird landscape. beautiful very detailed artistic digital artwork by vincent bons, michael whelan, remedios varo and gerardo dottori. grainy and rough. interesting pastel colour palette. beautiful light. oil and water colour based on high quality render. trending on artstation. ",an oil painting of trees in the middle of a field . 
29,"scottish landscape inside a steampunk glass jar hanging from a hot air balloon, intricate detail, hyper detailed, ultra realistic, sharp focus, octane render, lantern, volumetric, ray tracing, sense of awe, swirling mist, blue moon, 4 k ",an image of an image of a light in a jar . 
30,a man catching an angry whale on the end of his fishing rod cinematic 3 5 mm hyperrealistic ,a man holding a fishing rod while sitting on the side of a boat . 
31,"photoreal cyberpunk!!! portrait by nicola samori and russ mills, very intricate! worker wearing a black hoody, glittering light leaks, electromagnetic waves!, blue glowing aggressive led eyes, zbrush, greeble skin, octane render, colani design, cyberpunk, dystopia tokyo ",a man with a face covered in chains and nails . 
32,"cute fluffy kitten panda bunny hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of peacock feathers and flowers, detailed painting, three quarter profile view, renaissance, 4 k ",a painting of a cat with flowers in it 's hair . 
33,landscape of nantes in france oil painting ,a painting of a river with a bridge in the background . 
34,"a drawing by gustave dore of a deep sea crinoid. etching, lithograph ",a drawing of a plant with long stems . 
35,"a female demon reaper with a dark purple dress with extrem anger is standing in beautiful moonshine im front of a bloody hell, wlop 4 k, realistic concept art by aleksandra waliszewska, aoi ogata, greg rutkowski and nona limmen ",a painting of a person in a purple outfit holding a sword . 
36,"the essence of the chemical element hydrogen, by m. c. escher ",an intricate drawing of a black - and - white pattern of intersecting lines . 
37,"a green tree frog made of jello, shiny, glowing eyes, octane render ",a green frog sitting on top of a table . 
38,"low poly, pixar, un surreal hybrid animals, nostalgia for a fairytale, magic realism, flowerpunk, mysterious vivid colors by andy kehoe and amanda clarke en un mundo de gediminas pranckevicius, zdzisław beksinski y lisa frank ",a painting of a purple unicorn in a field of flowers . 
39,dreams by dali and atey ghailan ,an artist 's rendering of a person holding a knife in a bedroom . 
40,"spider made of labradorite, fantasy, highly detailed, digital matte painting, artstation, concept art, sharp focus, illustration ",a spider with a blue orb on it 's body . 
41,"sukuna from jujutsu kaisen, highly detailed, digital painting, fantasy, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a man with a black jacket and red eyes . 
42,"a painting of a landscape with a red sky with a black rising moon, poster art by noah bradley, peter mohrbacher, behance contest winner, symbolism, darksynth, poster art, apocalypse art, hellish background ",a man standing on top of a mountain looking at the sun . 
43,"portrait of beautiful long haired fluffy white tabby striped wolf profile view with flowing fur blowing in the wind, wearing renaissance robes with lace collar and headdress with tribal peacock feathers and flowers, detailed painting 4 k ",a painting of a white dog with its mouth wide open . 
44,"cosmic horror cute fluffy grey tabby border collie and tan lop eared bunny rabbit hybrid mixed creature concept, with long flowing fur, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k lovecraft!! dark omnious atmosphere tentacles!! ",a painting of an animal with long ears . 
45,"a giant rock floating in the air, magical levitation, vegetation overgrowth, matte painting, cinematic, artstation, painted by craig mullins and albert bierstadt ",an artistic painting of a forest with trees and rocks . 
46,"the mad hatter from alice in wonderland at the dark carnival in hell, crazy, psychopathic, highly detailed, artstation, intricate, smooth, sharp focus, dark, horror, illustration, art by greg rutkowski and yuumei, good clear quality, lighting, biology, symmetrical artwork, perfect face, 1 3 5 mm, cinematic, hyper realism, high detail, octane",a drawing of a man wearing a top hat . 
47,oil painting by delacroix of a horse not at all frightened by a thunderstorm. ,a painting of a brown and white horse standing in a field . 
48,"[ [ art deco ] ] 1 9 2 0 metropolis art deco architecture fantasy by jama jurabaev greg rutkowski tyler edlin, james paick, emmanuel shiru, victor mosquera, intricate elegant retrofuturistic highly detailed, artstation [ cyberpunk ] ",an artistic rendering of a city with a lot of lights . 
49,"translucent cute pokemon like pet with cute eyes, dark colors smoke spiritual fantasy digital art by artgem, studio ghibli, clean cel - shaded vector art, style artstation, style greg rutkowski, octane render, unreal engine 6, epic game graphics, fantasy, conceptual art, ray tracing ",a bunch of different types of pokemon that are in the dark . 
50,happy male chubby strawberry blonde viking with short hair dancing around in meadow holding a bunch of flowers in the style of rutkowski ,a blurry image of a child holding a frisbee . 
51,"girl stands in a japanese street - poster by wlop, kiyohara tama, krenz cushart, masamune shirow, makoto shinkai, yanjun cheng. featured on pixiv, anime aesthetic, pixiv, anime, cold tones, artstation, power lines, vanitas, official art, gothic dark. noise film photo - up portrait h 7 0 4",an anime girl is standing in the middle of an alleyway . 
52,simple yellow hexagon beehive tattoo ,a woman has a tattoo on her arm . 
53,"a man playing an invisible cello to destroy demons, demons surround the man, spiritual emanations, resonating sound energy, roses, rain, cafe setting, beautiful classical ornament, framed, tarot card, immense landscape, alpay efe, wlop, alessio albi ",a man standing in front of a painting of a rose . 
54,"animation still frame of a puppy eating a bowl of spaghetti, high angle closeup portrait, blurry background of the library, disney, pixar, bloom, medium shot, dramatic lighting, in the style of studio ghibli, j. c. leyendecker, greg rutkowski, artgerm ",a cartoon of a dog eating a bowl of pasta . 
55,"milhouse van houten, hyperrealistic, volumetric golden dappled dynamic lighting, highly detailed, sharp focus, by victo ngai, artgerm ",an illustration of a man wearing glasses . 
56,manmadetexture pbr materials procedural tile patern substance photo game cg textures. com gametextures studio resource image handpaint ,a set of four stone tiles with different patterns . 
57,"jaden smith symmetric portrait as egyptian, front view, white tunic, meadow background, highly detailed, sharp focus, illustration, art by aleksi briclot, magali villeneuve, greg rutkowski, alfons mucha ",a painting of a man in a field . 
58,"portrait of a confident and mature looking northern blond lady in black bdsm leather mask, beautiful blue eyes and red lips, fit abs and body, art by artgerm and greg rutkowski and magali villeneuve, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, masterpiece ",a painting of a woman in a leather outfit . 
59,"an epic artistic colourful natural scene on an alien planet. organic weird landscape. beautiful very detailed digital artwork by vincent bons, michael whelan, remedios varo and gerardo dottori. grainy and rough. interesting pastel colour palette. beautiful light. oil and water colour based on high quality render. ray tracing. beams. ",an image of an alien landscape with trees and rocks . 
60,self - portrait in the park ; giovanni boldini ; impressionism ; 1 9 2 1 ,a painting of a man sitting in the grass . 
61,"bismuth stellations by m. c. escher, endre rozsda, hilma af klint, wu guanzhong. ink and wash painting, calligraphy, vibrant, woodblock, ink, geometric, 3 d, cherenkov radiation. ",an abstract painting of a person and a bunch of stars . 
62,belgian shepherd malinoix playing in a punk rock group called ruin ,a german shepherd dog sitting in a field . 
63,portrait of andre the giant in the style of studio ghibi ,an oil painting of a man with curly black hair . 
64,"nordic mire, brown bear, scenic sunrise, hdr, photorealism, mist, enchanting scenery, nikon d 8 5 0, wide lens, sigma 5 5 ",the sun is setting over a mountain range with a body of water in the foreground . 
65,"eiffel tower in paris, art by artgerm and greg rutkowski and magali villeneuve, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration ",a painting of the eiffel tower at sunset . 
66,"only with red, a red faceless king, in a red throne room, a red majestic kingdom but decadent, many skeletons, in the style of beksinski, parts by edward hopper, parts by michael sowa, parts by yue minjun, intricate and mindblowing composition by bosch, red by caravaggio, high quality, high details, masterpiece, red light, artstation,",a painting of a skeleton with a bunch of blood on it . 
67,"photograph, bladerunner city at night, neon pink undertones, sidewalk view ",a city lit up at night with neon lights . 
68,picture of a 3 d rendered golden number 6 on a white background. small text saying 4 is at the bottom of the image. ,a group of yellow numbers on a black background . 
69,full body concept art of elizabeth olsen as scarlet witch holding [ magic in hands ]! symmetry!! golden ratio concept art!! trending on artstation 3 2 k trending on cgsociety intricate artstation hd artstation portraits cgsociety contest winner hd bright lovely atmosphere mucha winkelmann rutkowski wlop artgerm ,a painting of a woman in a red suit and a woman in a blue suit . 
70,surrealist painting of the colors blue and yellow fighting each other with exploding fists ,a blue and yellow painting with yellow paint swirling around it . 
71,"cute kawai young dragon lizard, league of legends hero, hearthstone character, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",a painting of a blue dragon with a yellow tail . 
72,"grainy vintage illustration of flash gordon drinking a coke in a public bathroom, newspaper advertisement ",a black and white illustration of a man holding a bottle of soda . 
73,"portrait of young gauchos wearing pilcha while walking in a verdant, verdurous brazilian steppe, intricate, very detailed, jodhpurs greg manchess painting by sargent and leyendecker, studio ghibli fantasy close - up shot asymmetrical intricate elegant matte painting illustration hearthstone, by greg rutkowski by greg tocchini by james gilleard ",a painting of a man on a horse with two cows . 
74,"alexandra daddario in mirrors, pretty face, close, cinematic moody colors, realistic shaded lighting, cinematic wallpaper by stanley artgerm lau ",a woman with blue eyes and long brown hair . 
75,henri rosseau. a jungle in the twilight sun. lots of colorful flowers and animals. a small pond with frogs. ,a painting of a forest with a pond in the foreground . 
76,"evil occult grimoire, painted cover laughing, 4 k ultra realistic detailed 8 k sensation of dread artstation trending dramatic lighting contrasting light and dark style photorealism cinematic magic colorful wonder by h. p. lovecraft elden ring ",an image of an evil looking green creature . 
77,"full - length impressionist portrait. an emo. short dark brown messy pixie haircut, large eyes, black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker. ",a painting of a woman in a black dress . 
78,"cloth, white fabric coat, jodhpurs high black or brown lether boots and belts, fashion retro, elegant long hair brunette young girl, dark fantasy traveler, sunset light, geometrical low poly, dainty renaissance portrait by michael garmash, greg rutkowski, gaston bussiere, rhads, craig mullins ",a painting of a woman holding a pair of shears . 
79,"cute fluffy grey tabby border collie and tan lop eared bunny rabbit hybrid mixed creature character concept, with long flowing fur, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k lovecraft!! dark omnious atmosphere tentacles!! ",an illustration of a fluffy dog with pink ears . 
80,"a retro minimalistic fire flame warning caution label enamel pin, hd, concept art, artstation ",a red and black pin with a flame on it . 
81,"realistic portrait of an ethiopian knight in a byzantine mosaic, very detailed, very realistic, elegant, top art, renowed artwork ",a mosaic of a man with a crown on his head . 
82,the fool tarot by roberto matta ,an abstract painting of a man and a woman . 
83,"kodak portra 4 0 0, wetplate, muted colours, blueberry, 1 9 2 0 s style, long shot, macro photo of a colourful 1 9 2 0 s handsome chubby 1 6 yo bavarian cowherd girl posing in a beautiful flower meadow in the bavarian alps, mountain panorama, motion blur, tiny gaussian blur, depth of field ",a man in a field of flowers wearing a hat . 
84,back view of a woman war hero standing before an erupting volcano cinematic theatrical lighting dramatism anton fadeev greg rutkowski intricate 3 2 k trending on artstation cgsociety contest winner award winning golden ratio centered minutia details ,two women standing in front of a volcano . 
85,a panicked woman in a corridor wearing a green ball gown and emerald necklace. blood stains on her face. terrified look. long chestnut hair. photograph by vittorio matteo corcos ,a black and white photo of a woman and a child . 
86,"a painting of a japanese demon by kentaro miura, inking, high detail, trending on artstation ",an ink drawing of an evil looking creature . 
87,"collision of [ earth and mars ]!!, view from space!!, trending on artstation!!, astrophotography!!, contest winner, award winning, sharp, intricate, detailed, digital art, 4 k, cinematic still, theatrical atmosphere, sci - fi art, dark fantasy, wide screen, wide angle ",an image of a red planet with a sun in the background . 
88,bloodborne kart ,two men in black robes holding a sword and umbrella . 
89,"beautiful landscape, beauty, ornate robe. fractal bells, rule of thirds. intricate environment, art by victo ngai, rossdraws, thomas kinkade, ilya kuvshinov, peter mohrbacher, craig mullins. unreal engine 5, blender, octane, ray tracing, dramatic studio lighting, sharp focus, masterpiece, post processing ",two people are standing in the middle of a forest . 
90,"[ full - body portrait of a man ]! with a disdain, exacerbated facial expression, wearing a [ white robe ]!, trending on [ artstation ]!, digital art, cgsociety contest winner, [ symmetrical ]!, golden ratio!, award winning, bioluminescent colors, volumetric lighting, afrofuturism ",a man in a white robe standing in front of an angel . 
91,"landscape by piotr jabłonski, artstation, ultra detailed, 8 k ",a painting of a stream in the middle of a forest . 
92,"figurativism tasteful portrait of a young dude 1 9 years old, with lemon ",a painting of a young man with two lemons . 
93,"rick sanchez in lab suit, face to camera walking in a field. france, dordogne, hills, ultra high, face to camera, detail, 8 k, sunset, flowers, trees, river, hills, octane render. ",an old man in a field of red flowers . 
94,futuristic robot alien invasion award winning pixar movie poster ,an image of a robot and some other cartoon characters . 
95,"highly detailed interior rendering of a beautiful luxurious house, unreal engine, by peter guthrie ",a large room with two large windows in it . 
96,"a sad tiny cute chipmunk inside a prison cell behind bars, big eyes, cute face ",a close up of a small animal in a cage . 
97,"a biomechanical raspberry made of metal, reflective ",a close - up of a metal object on a table . 
98,"cyberpunk coral alucard, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",an image of a woman with headphones and a gun . 
99,"long distance shot of a tiny cute polar bear on a tiny iceberg in the middle of the ocean, sunset, atmospheric, hazy ",a polar bear standing on top of an ice floe . 
100,"the oligarchs have got away with it by emiliano ponzi, james gilleard, george ault, david hockney, atey ghailan, albert namatjira, marius borgeaud, minimalist, bauhaus, retrofuturism, concept art, matte background, matte drawing, generative art ",an illustration of a building with a fire hydrant on it . 
101,"crystal gemstone blue rendering, single, photorealistic, bright backround, photography, artstation ",there are many different types of blue rocks . 
102,dashcam footage of a cyberpunk alley ,an image of a city street with a lot of graffiti on it . 
103,"very dynamic and stylized cloud formations, dramatic sky, cumulonimbus, colorful, flowing stars around, translucent, asymmetric composition, rule of thirds, by ivan aivazovsky ",an oil painting of a boat in the water . 
104,"portrait of aloy, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",a woman with a bunch of gears around her neck . 
105,pixar animation's donnie darko ,a man in a blue shirt and blue jeans . 
106,"kodak portra 4 0 0 portrait by paolo roversi of a dystopian woman like alabaster statue in a scenic dystopian environment, hair floating in air, stormy clouds intricate, elegant, highly detailed, digital art, artstation, concept art, smooth, sharp focus, tomasz alen kopera, peter mohrbacher, donato giancola, tonal colors ",a couple of people that are standing in the dirt . 
107,"grumpy emma watson sitting in a bar, fantasy, concept art, artstation, disney, pixar, dreamworks, anime, tyler edlin, feng zhu, thomas karpi ",an illustration of a woman sitting at a bar holding a drink . 
108,sheryl sandberg painted by vermeer ,a painting of a woman in a blue dress . 
109,"a biomechanical orchid flower made of jello, reflective, octane render ",a candle is sitting on top of a candle holder . 
110,"lemonbrat studios fursuit, fursuiter, photo taken in the dealers'den at midwest furfest 2 0 1 8 ",a group of people dressed up in animal costumes . 
111,"oil portrait painting by van gogh of a squirrel, full face. ",a blurry picture of a yellow vase with a green handle . 
112,cute hedgehog hug adorable ,a hedgehog is sitting on the ground with a blanket . 
113,"fineart portrait of the king skull, medieval armor, crown of leaves, surrounded by trees, surreal fantasy art, illustrated by dan mumford, alphonse mucha ",a painting of two skulls wearing crowns . 
114,"kitten alien, photo taken by nikon, sharp focus, 4 k. ",a kitten with blue eyes sitting on top of a wooden table . 
115,"elder thing chef in a kitchen, by josan gonzalez splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",an illustration of a creature eating a cake in a kitchen . 
116,"mysterious figure wearing a synthwave trenchcoat. movie still, postapocalyptic ",a man in a trench coat and a hat holding an axe . 
117,"evokes a sense of wonder, atmospheric dreamscape painting, dramatic lighting, mysterious and detailed depiction of a woman holding only a book, digital art, critical detail, a simple textured vector based illustration, sharp focus, wlop by ( artstation jeremiah ketner and leonardo da vinci and greg rutkowski ), cinematic, contrasting colors ",a woman holding two books in her hands . 
118,"beautiful ink sketch, a fantasy young girl in ww 1 dieselpunk, power lines, zeppelin airship by the edge chronicles by chris riddell, by ilya kuvshinov, wlop, krenz kushart, boris vallejo, ayami kojima and ayami kojima ",a woman holding an umbrella while standing next to another woman . 
119,"elon musk portrait, classic oil painting, highly detailed, digital illustration, concept art, smooth, sharp focus, art by greg hildebrandt, and tim hildebrandt ",a painting of a man with a headset on his head . 
120,"marina abramovic : performance in 1 9 7 0 fire in sea, digital painting ",a painting of a woman in a purple dress with an orange tie . 
121,"cyberpunk hong kong skyline at night, neon, futuristic, reflection at water, ",a view of a city skyline at night . 
122,"surreal summer morning!! gediminas pranckevicius!! a happy house by made of flowers kengo kuma, art by malevich, very coherent, sharp, colorful high contrast, dark shadows, hard lighting, floralpunk flower garden, inking etching screen print paper cutout collage ",a painting of a field of flowers with houses in the background . 
123,"baby quokka in a teacup, photography, minimalistic, 8 k ",a close up of a small animal in a cup on a table . 
124,"cute fluffy baby snowy owl lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",an image of an owl that is very fluffy . 
125,"jordan peterson as homelander, hyper realistic, sharp focus, golden ratio, combining the style of marvel and the boys, cinematic ",a man standing in front of an iron spider man . 
126,"pineapple mecha robot, 8 k resolution, food photography, studio lighting ",a close - up view of the top of a pineapple . 
127,"fish bowl, coral by rob gonsalves ",a fish swimming in a fish bowl in the water . 
128,"megumin, highly detailed, digital painting, concept art, smooth, sharp focus, artstation, artgerm and greg rutkowski and alphonse mucha and j. c. leyendecker and edmund blair leighton and katsuhiro otomo and geof darrow and phil hale and ashley wood and ilya repin and charlie bowater ",an asian woman with black hair wearing a black jacket . 
129,ares the greek god of war in flight wild rift hero champions arcane magic digital painting bioluminance alena aenami artworks in 4 k design by lois van baarle by sung choi by john kirby artgerm style pascal blanche and magali villeneuve mage fighter assassin ,a painting of a man holding a sword and a shield . 
130,"film flash photography of a pale humanoid running towards the camera, eyes reflecting light, dark background, grainy, scary, disturbing ",a man with a skeleton face running in a black and white photo . 
