,prompt,open_clip
260,"new character from alita : battle angel, by yukito kishiro ",an illustration of a woman in a futuristic setting . 
261,"biohazard tsuyu asui bioshock art an ultrafine detailed painting, detailed painting, detailed eyes!!, final fantasy octopath traveler lovecraft ghibly ",an anime character with horns and green eyes . 
262,custard drawer ,a kitchen drawer filled with lots of food and condiments . 
263,earth ,a picture of the planet earth in the space . 
264,"3 d close - up swirly human skull!!! ram skull portrait!!! giant gladiola betta fish!! jellyfish phoenix fire energy flow, highly detailed. by wlop, tooth wu, greg rutkowski, alena aenami, beeple ",a painting of a skull with flames coming out of it . 
265,"1 9 century, indian ancient city in heart of jungle, jodhpurs greg manchess painting by sargent and leyendecker, studio ghibli, fantasy close shot asymmetrical intricate elegant illustration hearthstone ",a painting of a man sitting on the ground . 
266,"a fisheye lens shot on full - frame camera of a beautiful woman reaching out and laughing, intricate, hyper detailed, martine johanna, casey weldon, chie yoshi ",a woman with her mouth wide open in front of an image of flowers . 
267,"scottish highlands at dawn, matte painting loch reflections, contest winner, photorealistic, cinematic ",a body of water with a mountain in the background . 
268,"baroque closeup of a eyeball with many pupils by benoit b. mandelbrot, 8 k resolution ",an image of an eye in the middle of a picture . 
269,"3 d close - up swirly green tree frog moebius strip physics giant ceramic glass!! highly detailed. by wlop, tooth wu, greg rutkowski, alena aenami, beeple ",a close - up of a green frog 's eyes . 
270,a drunken man standing in a harbor in the style of disco elysium ,a man sitting on the ground holding a wine glass . 
271,"zoomed portrait of tin toy fuzzy kaiju moth dragons wearing armour in victorian london, nicoletta ceccoli, mark ryden, lostfish, hyung tae, frank frazetta, depth of field, detailed and intricate gothic environment, 8 k resolution, hyperrealistic, octane render ",an illustration of a robot with a dragon on its back . 
272,weirdest cute glowing critters in a forest cabin havin a tea party surreal art digital painting digital illustration style of hieronymus bosch style of salvador dali style of magic the gathering ,a painting of a group of animals sitting around a table . 
273,elsa frozen trash metal album ,a picture of elsa from the movie frozen . she is wearing a tiara . 
274,"rick and morty characters, the last supper by leonardo da vinci ",a painting of the last supper of jesus . 
275,"heavilly armored dwarven woman inside stony halls, dungeons and dragons, lord og the rings, dragon age, soft lighting, cinematic, proud and strong woman, sharp focus, highly detailed, intricate, masterwork illustration by jeff easley ",a painting of a woman in armor holding a sword . 
276,eagle with peacock feather wings hybrid mixed bird long flowing feathers detailed painting 4 k ,a painting of a bird with a large spread wing . 
277,"alien planet, colorful plantlife, overgrown, glacial lake, landscape photography by marc adamus, dramatic lighting, alien plants and trees, cold, beautiful, dramatic, ",a colorful painting of a tree in the middle of a lake . 
278,"[ bugs bunny ] as [ a muppet ], muppet! art style, trending on [ cgsociety ]!, artstation contest winner, [ 4 k ], intricate, [ portrait ]! ",an illustration of an animal wearing a suit and bow tie . 
279,"realistic portrait beautiful painting of japanese owl, normal bird feathers, wearing swag glasses. full body, fine art, trending on artstation, smooth draw, sharp focus, digital art, bright colors, fine draw, perfect lighting, high render, high resolution. ",a close up of an owl on a gray background . 
280,"li shang [ shirtless ]!!, trending on artstation, front view!!, portrait!!, contest winner, intricate, [ 4 k realism ]!!, oil painting by greg rutkowski, gaston bussiere, full body!! ",a painting of a man with no shirt on . 
281,"a full character painting of a grey seer skaven holding a ceremonial staff, rat person, vermintide, zdzislaw beksinski, lewis jones, dariusz zawadzki, wayne barlow, warhammer fantasy, cold hue's, warm tone gradient background, concept art ",an image of an evil looking creature with horns . 
282,"a a man playing an invisible cello to destroy demons, demons surround the man, spiritual emanations, ghosts, skulls, roses, rain, cafe setting, beautiful classical ornament, framed, tarot card, immense landscape, alpay efe, wlop, alessio albi ",a man standing in front of a statue of a man . 
283,[ bear ] eating [ a honey sandwich ]! sitting on a picnic blanket trending on artstation 4 k intricate cgsociety contest winner award winning digital art vibrantly radiant lighting bloom effect golden ratio vignette ,a teddy bear sitting in the grass holding a plate of waffles . 
284,"a serene landscape of a magical fantasy tower by ross tran, isometric, rhads, tim hildebrandt, cinematic lighting, extremely detailed, concept art, trending on artstation, behance hd, wide shot, clouds by phil koch ",an illustration of a castle on top of a hill . 
285,"beautiful regal blue chicken hen centered, artwork by james jean, hyper detailed realistic smooth polished porcelain, jean delville, art nouveau, gustav klimt, ornate copper patina gothic icon, james jean, ultrasharp hyperdetailed photorealistic octane render ",a painting of a blue rooster standing on a brown background . 
286,"anime. cell shader. close - up goldfish - themed space ship traveling through nebula, in the style of macross, soft ambient light. high definition. high detail. 8 k wallpaper. backdrop of galaxy. cinematic lighting. cinematic perspective. cinematic color. theatrical. ",an orange fish is swimming in the water . 
287,"mysterious detailed cgi matte painting of a ciara the space empress of the andromeda, by ellen jewett, alessio albi | symmetrical features, photorealism, stunning, ornate, royally decorated, organic, growth, whirling gasses, glowing particles, refractive adornments, colorful torn nebulas, radiant vibrant colors ",an image of an angel in the sky . 
288,"wanda maximoff splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",a painting of a woman in a red and blue dress . 
289,"biohazard portrait of raymond lee francis, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a close - up of a man 's face in a painting . 
290,"synthwave symmetric frontal view digital portrait nanopunk space pirate, biorobotic legendary thief, epic apex legends concept, retro futuristic skull vr helmet prototype cyberware, beksinski mohrbacher shirow, sharp focus, realistic scifi masterpiece, cinematic natural light, highly intricate details, 8 k, hdr, octane render ",an image of a skull in a cyberpunk style . 
291,"a sketch drawing of a hamster in a fruit basket, ",a drawing of a hamster in a basket with apples . 
292,rod serling floating in the twilight zone ,a man in a suit and tie in front of an abstract background . 
293,"oil matte portrait, a man wearing brown rags clown wig clown nose holding a big shoe. digital painting, fantasy, concept art, cinematic colors, realistic shaded. by ilya kuvshinov, magali villeneuve, artgerm, greg rutkowski ",a man standing in a room holding a whip . 
294,marine le pen still from midsommar ,a woman holding a gun while standing next to a man . 
295,"symmetry! a detailed close up portrait of a young man with brown long hair, shirtless, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, caustic lighting, detailed and intricate environment ",a painting of a young man with long hair . 
296,"an evil angry llama behind bars, red lighting, atmospheric, bokeh ",a llama with horns is behind bars in a cage . 
297,"big trouble in little china surrounded by starlight, moon behind him, chinese fantasy, intricate, elegant, hyper detailed, ultra definition, photoreal, artstation, unreal engine rendered, concept art, smooth, sharp focus, illustration, art by artgerm and pendleton ward and alphonse mucha and garis edelweiss ",a painting of a bunch of different people . 
298,"epic 3 d, wild cables spiraling, plum and teal peanut butter melting into circuitboards and trees, liquid, bubbles, crystals, houdini sidefx, artstation trending, by jeremy mann, jamie hewlett and ilya kuvshinov ",an underwater view of a bunch of tangled wires . 
299,"lizard people and mark zuckerberg kissing feet of their dolphin overlord, artstation, detailed digital art ",a blurry image of a person in a purple outfit . 
300,beautiful portrait of a cat wearing long tailored coat and boots with a pirate hat by rembrandt ,a painting of a cat wearing a hat . 
301,"anthro - lynx, human with head of lynx, trending on artstation, concept art ",a close - up of the face of a lynx . 
302,"a black and white pencil drawing of a person being taken apart in an isometric cube, projections of the cube to all sides, detailed intricate realistic drawing, thick lines ",a drawing of a person standing on top of a building . 
303,"rocket blasting off from mars, by moebius and geof darrow, detailed, fractal, cinematic ",an artistic drawing of an alien ship in the desert . 
304,"epic, grand, yosemite amusement park ",a large ferris wheel that is in the middle of the day . 
305,"light souls by fromsoftware, cheerful, healing, spiritual, colorful, fantasy landscape, castle, healer, paradise, heaven, masterpiece, highly detailed, 4 k, concept art, beautiful, artstation ",a painting of a castle in the middle of a field . 
306,"god of gold, sculpted in shining ebony, bust, rococo, in the style of moebius, artstation, greg rutkowski, artgerm, rockwell, wlop, tom bagshaw, and waterhouse, purple skin, perfect face, expressive eyes, sharp focus, cinematic lighting, beautiful, elegant, oil painting, ",a statue of a woman 's face with earrings . 
307,"donald trump as a fat geralt of rivia from the witcher movie, dramatic film still, close - up, details, sigma 7 5 mm, 8 k ",a close - up of a person wearing a wig and makeup . 
308,"hybrid animal cross between lion cub and fluffy tabby kitten, cute, long fur, background of peacock feathers, detailed magical realism painting 4 k - n 4 ",a close up of a baby lion cub with a feathery mane . 
309,"imogen poots as paladin, greg manchess painting by sargent and leyendecker, fantasy, pastel academia colours, medium shot, asymmetrical, beautiful eyes, elegant, matte painting, illustration, gloomhaven, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton ",a painting of a woman with hands clasped together . 
310,"happy birthday, summer field, flowers, danish cookies, ancient manuscript, nordic pastel colors, perfect lightning ",a field full of pink and purple flowers . 
311,walter white in a black trench coat swimming in an ocean of cash ,a man in a black jacket with a white beard . 
312,"photo environement cyberpunk stair : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence ",an image of an empty room in a futuristic setting . 
313,the royal king's caw bird by greg hildebrant fancy rococo baroque regal oil painting high quality award winning clothed in fancy garb ,an oil painting of a woman in a red dress . 
314,"a completely made of wood, real - world sculpture bust of the mandolorian star - wars character, made of highly polished walnut wood, polished, cedar, polished tiger - wood. photograph, photographic, 3 5 mm ",a close - up view of a wooden helmet . 
315,"fox animal stood next to a limousine, award winning photograph ",a fox standing in front of a car on the side of the road . 
316,lifelike manga ; poster ; key visual ; cinematic ; trending on artstation ; fairy ; childlike face ; light blue eyes ; tan skin ; long straight red hair ; large butterfly wings ; photorealistic ,a close - up of a child 's face with blue eyes . 
317,"a parade of disconnected images : a tragic supernova, a quantum nebula, a painting by giorgio de chirico, a black hole full of color. ",a painting of a spiral galaxy in space . 
318,"whimsical bioluminescent glowing creatures swimming around a moist glistening visceral human body, dramatic lighting, trying to escape, surreal dark uncanny painting by ronny khalil ",a group of people in a pool of water . 
319,"restaurant street night, beautiful landscape, dreamy, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, by wlop, artgerm, by vladimir motsar, high quality, trending on artstation, hd, 8 k, clear, sharp ",a painting of a crowd of people walking on a street . 
320,"whimsical bioluminescent glowing plankton creatures sitting around a moist glistening visceral human body, dramatic lighting, trying to escape, surreal dark uncanny painting by ronny khalil ",a group of people sitting on the ground in the dark . 
321,photo of a surreal pool room ,a room with a pool table and a wall mural . 
322,"the pilot at the helm of the plane drinks tea from a mug, in the porthole the planet saturn in space, sketch a pen ",a drawing of a person in a spacesuit . 
323,"church of satan in los angeles, photorealistic rendering, concept art, dynamic lights and shadows, volumetric lighting, golden ratio, cine still, movie still ",an image of an empty church with a cross in the background . 
324,"live show of at the eurovision song contest, photography ",a yellow spray gun is spraying water on purple plants . 
325,"portrait of angel, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",a woman with a lot of mechanical parts around her neck . 
326,"chicken, with squirrel ears, pigs feet, photo ",a wooden bowl with three chicken legs and a bunch of greens . 
327,"a realistic man made of cheese screaming, extremely detailed, photo, trending on artstation, 8 k, - w 7 6 8 ",an animated face of a man with yellow teeth . 
328,"a mechanical human arm reaching out of the earth, covered in flowers and vines. rays of light shinning down, dust specks, octane render ",a person riding a bike through a lush green forest . 
329,crying at a rave ,a group of people with their mouths open . 
330,"fantasy oil painting, robotic troglodyte in a cave, as a dnd character, surrounded by stalagmites, cottagecore, extremely detailed, book cover illustration, concept art, readability, impasto, sharp focus, art by brothers hildebrandt ",an image of an artistic painting of a cave . 
331,"tarot card design featuring hawks, extremely detailed, high quality, ",a drawing of a person with a bird on it . 
332,"an anatomically correct cybertronic human heart, biomechanical, made of metal, reflective ",an illustration of a human heart and its branches . 
333,artwork by mrrevenge ,a painting of a woman with a black dress on . 
334,"cyberpunk coral cyborg cat jellyfish, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a painting of a robot arm with a pink background . 
335,"portrait character design a young cute fluffy panda character, style of maple story and zootopia, 3 d animation demo reel, portrait studio lighting by jessica rossier and brian froud and gaston bussiere ",a series of panda bears in different poses . 
336,vintage minimalistic clean skull with fire flame enamel pin ,a pin with a skull on it with flames on it . 
337,"cologne cathedral sourrounded by city, birds eye view, night, landscape, sky, volumetric lighting, 8 k octane beautifully detailed render, post - processing, extremely hyper - detailed, intricate, epic composition, intricate, trending on artstation, stunning art by frazetta, wonderful masterpiece by karine villette ",an aerial view of a city at night with lights . 
338,"cartoon female character inspired by harley quinn and star butterfly, artwork by studios ghibli and rossdraws ",a girl with blonde hair holding a microphone in her hand . 
339,"created with character creator 4, ",a woman is standing in front of a curtain . 
340,a michelin restaurant filet mignon with fresh vegetables and a glass of red wine ,a close up of a piece of meat on a plate . 
341,"toucan as nendoroid flying in a jungle in the croods movie style, anime, disney, pixar, 8 k, hd, dof, kodak film, volumetric lighting, subsurface scattering, photorealistic, octane render, details ",a couple of birds sitting on top of a tree branch . 
342,"white and brown mothman female by greg rutkowski, big winged ",an angel is flying through the air . 
343,"highly detailed 8 k la pieta medium shot painting of catholic veilded transparent ladies with rotting skeleton still life, lawrence alma - tadema, slime, artstation, special effects makeup, 1 9 th, maximalist, masterpiece, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha, mythological ",a blurry image of a person sitting on a chair . 
344,"low - fi analog photography. liminal space, aquarium interior. cheap tv film set. nonsensical. ",a room with two television monitors on the wall . 
345,"ultrarealistic ultradetailed medium shot disassembled replicant on a metal slab table, transparent skin, skeleton still life, nervous system, steampunk internal organs, greg rutkowski, peter gric, immerse, 1 9 th, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha ",a blurry picture of a person in a brown jacket . 
346,a grumpy skull ,a drawing of a skull on a pink background . 
347,"cute fluffy baby llama rabbit lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a painting of an animal wearing a feather headdress . 
348,"cloud explosion, multicolor color scheme, by ian fisher, jesper ejsing and peter mohrbacher and marc simonetti and brom and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, oilpainting ",a painting of a sky filled with lots of clouds . 
349,"detailed ultra - realistic graphic novel illustration of a dystopian street scene by edward hopper and gregory crewdson, cinematic, muted colors, cinematic fog, full shot, george adult, carel willink, ian miller, wayne barlowe, greg rutkowski, norman rockwell ",a painting of two people looking out of a window . 
350,"a retrofuturistic anatomically correct brain made of metal, biomechanical, cybertronic, dark eye ",a drawing of a human head with a red helmet on it . 
351,"a beautiful matte painting of a cyberpunk environment with an intercontinental spacex falcon 9 heavy launch, trending on artstation, unreal engine, high quality, highly detailed ",an image of a city with a rocket in the middle of it . 
352,watercolor by liu yi ,a watercolor painting of trees in the middle of a snow covered field . 
353,"a low - fi analog color photograph. liminal space, burgess shale cambrian sea creature museum exhibit. strange, nonsensical, unsettling, dreamlike, infinite. ",a large rock sitting on top of a table . 
354,"placid lake of mirrors, shattered glass fractured textures, mirrored reflections, cinematic, filmic, realistic, stormy, ominous, portal, forest, kaleidoscope, hexagonal columns ",a painting of trees reflected in a body of water . 
355,"robots creating new robots in a factory line, oil painting by justin gerard, deviantart, warm colors ",a painting of a room filled with lots of robots . 
356,"magnesium woman, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a black - and - white photo of a woman 's face . 
357,oil painting by delacroix of a horse frightened by a thunderstorm. ,a painting of two horses running in a field . 
358,"fantasy art, armored fox, heavy armor, artstation, amazing fantasy art, award winning, trending ",a painting of a red fox wearing a suit of armor holding a sword . 
359,"jefferey epstein as a patron saint, devotional art, renaissance painting, fra angelico ",a painting of a jesus christ with open arms . 
360,weirdest cute glowing critters in a forest cabin havin a tea paerty surreal art digital painting digital illustration style of hieronymus bosch style of salvador dali style of magic the gathering ,there are many animals that are sitting around a table . 
361,"la pieta ultrarealistic ultradetailed medium shot painting of slimy catholic veiled transparent reanimated bride with skeleton still life, nervous system, mechanical heart, greg rutkowski, peter gric, immerse, 1 9 th, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha ",a blurry image of a person standing in front of a wall . 
362,"stone carn inside a glass jar buried in sand, intricate detail, hyper detailed, ultra realistic, sharp focus, octane render, lantern, volumetric, ray tracing, sense of awe, swirling mist 4 k ",a glass jar with a light inside of it . 
363,"a woman sitting on a couch with her hand on her chin, a character portrait by annabel eyres, featured on cg society, les automatistes, studio portrait, chiaroscuro, ultrafine detail ",an older woman looking to her left . 
364,"cloth, fabric, joghpurs, tatar, hyperborea, woman industrual traveler, dainty renaissance portrait by michael garmash, greg rutkowski, gaston bussiere, rhads, craig mullins ",a painting of a beautiful woman with long brown hair . 
365,"cvs, walgreens and walmart must pay $ 6 5 0. 5 million in ohio opioids case ",a shelf filled with red and white containers of paint . 
366,anthropomorphic grey tabby cat and solid black cat sitting together looking at view of toronto city detailed painting 4 k ,two cats sitting on a bench looking out at the ocean . 
367,"a portrait painting of a buck in suit, in the style of anime, humanoid, anthropomorphic, personify, trending on artstation ",a painting of a deer wearing a suit . 
368,"retro futurist floating supermassive space settlement concept art, cinematic vintage 7 0 s anime comic book illustration by bruce pennington, by jean giraud, by syd mead ",an illustration of a space ship flying through the sky . 
369,"a portrait of girl oni fantasy, dungeons and dragons, an ultrafine detailed painting, detailed painting, boris valejo. octopath traveler decal!!! ",a blurry picture of a purple background . 
370,garry's mod ,an image of an open grassy field with flowers . 
371,movie still of a 9 0 s sitcom about ancient egypt pharaohs ,a group of people sitting around a table . 
372,a man in old - fashioned attire making his way waist - deep in an infinite sea of crimson blood. many human corpses floating in the red liquid. cadavers everywhere. pitch black empty sky. masterpiece horror painting by richard corben and antoine blanchard ,a painting of a man holding a gun . 
373,"a painting of a portrait of yennefer of vengerberg by greg rutkowski, dark fantasy art, high detail, trending on artstation ",a painting of a beautiful woman in a black dress . 
374,realistic anime ; style of official oshi no ko artwork ; poster ; key visual ; cinematic ; trending on artstation ; fairy ; round face ; large luna butterfly wings ; light blue eyes ; tan skin ; long straight red hair ; ,a close - up of a girl with blue hair . 
375,"recruiting poster of chess board, clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration ",a man standing next to a chess board . 
376,"portrait of an guy using powerful psychic powers, straight on, by artgerm, tom bagshaw, gerald brom, vaporwave colors, vaporwave, 4 k, hd, daz studio, daz studio render, ",a painting of a man in a white shirt and white pants . 
377,a little furry boy ,a small dog sitting on the ground looking at the camera . 
378,"fox wearing a tie in a dark alley gameplay still frame, amstrad, contrast, deep focus, turnaround, highly detailed, dramatic lighting, digital painting, artstation, concept art, matte, sharp focus, greg rutkowski, moebius, illustration. ",a man walking down a street holding a bag . 
379,"saoirse ronan, blonde hair, wearing silver medieval armour, portrait, oil painting by titian, hard focus, hyperrealistic ",a painting of a woman wearing a suit of armor . 
380,"national geographic photo of wizard's tower, award winning, professional photography ",an old lighthouse on top of a grassy hill . 
381,"a marble sculpture of the last supper, intricate details, depth of field, cinematic lighting, hellenistic, masterpiece ",a group of statues that are sitting in front of a table . 
382,"a portrait of girl demoness fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! ",a woman with red eyes is standing in front of a waterfall . 
383,this image will make you fall asleep ,two people are sleeping on a white bed . 
384,"a portrait of an ape portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a painting of four different types of monkeys . 
385,"photograph of a stone cairn in scotland, starry night, leica summilux 2 4 mm lens, iso 1 0 0, f / 8, portra 4 0 0, award winning ",a stack of rocks in the middle of a grassy field . 
386,"a bokeh photo of a zombie hitman with a loaded silencer gun, documentary film, an ultrafine detailed painting by james jean, cgsociety, figurative art, detailed painting, dystopian art, high detail greg rutkowski and andreas rocha, tristan eaton, victo ngai, artgerm, rhads, ross draws ",a man holding a gun in his hands . 
387,"concept art of translucent glowing curvy buxom brown fairy dancing, renaissance, flowy, melting, round moons, rich clouds, very detailed, volumetric light, mist, fine art, textured oil over canvas, epic fantasy art, very colorful, ornate intricate scales, walls and floor of cave made of skulls, fractal gems, 8 k, hyper realistic ",an image of a woman in a dress dancing . 
388,"a gauguinesque, kitchen oil painting of pink flowers on a table top and a silver vase by edouard vuillard, flickr, cloisonnism, fauvism, studio portrait, painterly ",a painting of pink flowers in a red vase . 
389,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, machines! unreal engine, 8 k, volumetric lighting, octane render ",a painting of an old television set shop . 
390,"nordic mire, a sculpture of a 1 9 th century woman working, scenic sunrise, hdr, photorealism, mist, enchanting scenery, nikon d 8 5 0, wide lens, sigma 5 5 ",a statue of a man holding a gun in a field . 
391,"a portrait of girl chronomancer glass jewelry padlocks fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! ",a woman with long black hair wearing a purple dress . 
392,a portrait painting of alice turnes ,an oil painting of a woman in a black dress . 
393,caravaggio oil landscape painting of a bat going though the portal to the underworlds ,a painting of an animal and a person in a cave . 
394,"drunken pig rolling down hill into meticulously placed bowling pins, a strike! ",a pig standing on its hind legs in front of a brick wall . 
395,five ,a group of people standing next to each other in front of a wall . 
396,"a portrait of girl alchemist in blue dress, witch hat, gold magic book, gold magic explosion, gold magic, magic circle, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! ",a girl in a wizard costume holding a coin . 
397,"an elaborate staircase painted by a master artist, detailed, unreal engine, 4 k octane render, raytracing, volumetric lighting, epic, shadows, reflections, massive structures ",an ornate staircase in an old building with a clock . 
398,"joan of arc at the club, by greg rutkowski gaston bussiere craig mullins ",a woman in a white dress holding an umbrella . 
399,a blissful african wild / painted dog pup eating and licking his graham crackers ( that i just tossed him ) : a good boy ,a spotted hyaena standing on a dirt field . 
